route_key,window_start,window_end,precipitation_sum_json,windspeed_max_json,api_call_timestamp
HUB10-HUB15,2025-01-01,2025-01-03,"[0.6, 0.1, 0.0]","[5.3, 15.0, 12.0]",2026-08-14 06:28:39.591842
HUB06-HUB08,2025-09-14,2025-09-15,"[1.2, 0.4]","[18.6, 10.1]",2026-08-14 06:28:39.591967
HUB13-HUB12,2023-06-04,2023-06-05,"[0.2, 0.3]","[9.3, 11.1]",2026-08-14 06:28:39.592090
HUB16-HUB10,2023-05-23,2023-05-26,"[8.7, 1.6, 2.0, 7.2]","[23.8, 22.9, 28.5, 39.7]",2026-08-14 06:28:39.592302
HUB13-HUB12,2025-12-13,2025-12-14,"[None, 0.6]","[22.8, 29.0]",2026-08-14 06:28:39.592437
HUB13-HUB07,2023-08-08,2023-08-13,"[6.3, 0.7, 19.8, 0.0, 47.0, 0.0]","[14.2, 11.8, 8.5, 13.6, 11.7, 14.3]",2026-08-14 06:28:39.592618
HUB12-HUB16,2025-12-18,2025-12-21,"[1.6, 0.2, 0.9, 3.5]","[10.0, 8.4, 9.4, 13.9]",2026-08-14 06:28:39.592772
HUB05-HUB07,2025-06-28,2025-06-29,"[1.0, 17.2]","[11.3, 15.2]",2026-08-14 06:28:39.592897
HUB09-HUB12,2025-12-21,2025-12-24,"[0.3, 0.6, 1.0, 0.0]","[13.2, 16.7, 27.5, 19.6]",2026-08-14 06:28:39.593042
HUB18-HUB17,2024-10-11,2024-10-13,"[0.0, 1.8, 0.4]","[20.6, 21.3, 17.6]",2026-08-14 06:28:39.593204
HUB10-HUB15,2023-07-27,2023-07-30,"[0.3, 1.0, 20.6, 16.7]","[7.5, 14.7, 18.9, 9.3]",2026-08-14 06:28:39.593360
HUB11-HUB05,2023-05-23,2023-05-26,"[1.4, 0.0, 0.0, 0.0]","[14.4, 11.6, 10.6, 10.1]",2026-08-14 06:28:39.593509
HUB12-HUB06,2023-08-01,2023-08-05,"[0.9, 0.3, 0.8, 0.0, 53.1]","[13.7, 18.6, 14.5, 16.0, 12.8]",2026-08-14 06:28:39.593677
HUB10-HUB16,2024-09-27,2024-09-30,"[0.8, 1.1, 0.0, 0.1]","[16.0, 12.5, 11.1, 15.9]",2026-08-14 06:28:39.593832
HUB03-HUB18,2023-03-22,2023-03-23,"[0.0, 0.3]","[16.7, 12.4]",2026-08-14 06:28:39.593957
HUB11-HUB08,2025-05-23,2025-05-26,"[0.3, 0.4, 12.6, 0.4]","[11.4, 13.2, 14.7, 18.8]",2026-08-14 06:28:39.594169
HUB03-HUB08,2024-10-29,2024-10-31,"[0.9, 0.8, 0.2]","[12.3, 14.5, 16.4]",2026-08-14 06:28:39.594337
HUB14-HUB17,2025-03-11,2025-03-12,"[0.6, 1.7]","[19.6, 15.0]",2026-08-14 06:28:39.594469
HUB17-HUB02,2024-04-03,2024-04-06,"[0.0, 0.8, 0.1, 0.5]","[15.1, 8.2, 11.6, 19.3]",2026-08-14 06:28:39.594632
HUB05-HUB16,2025-12-17,2025-12-19,"[1.1, 0.0, 0.0]","[16.7, 16.7, 15.5]",2026-08-14 06:28:39.594775
HUB06-HUB18,2023-11-09,2023-11-11,"[0.0, 0.0, 0.9]","[10.7, 25.8, 13.1]",2026-08-14 06:28:39.594912
HUB01-HUB14,2025-01-20,2025-01-22,"[0.6, 0.1, 0.0]","[17.2, 16.0, 5.7]",2026-08-14 06:28:39.595046
HUB06-HUB07,2025-08-08,2025-08-09,"[35.1, 1.1]","[18.7, 13.5]",2026-08-14 06:28:39.595195
HUB12-HUB07,2023-02-06,2023-02-11,"[0.0, 0.1, 0.7, 0.0, 0.5, 0.0]","[15.4, 19.3, 11.9, 18.3, 16.7, 15.9]",2026-08-14 06:28:39.595369
HUB04-HUB07,2025-06-15,2025-06-17,"[5.0, 0.9, 1.1]","[13.7, 16.2, 6.7]",2026-08-14 06:28:39.595509
HUB09-HUB04,2025-07-03,2025-07-06,"[0.0, 0.0, 0.0, 0.5]","[13.6, 15.3, 22.0, 5.7]",2026-08-14 06:28:39.595667
HUB15-HUB05,2023-12-29,2023-12-31,"[0.0, 3.9, 0.0]","[14.4, 14.0, 12.7]",2026-08-14 06:28:39.595805
HUB15-HUB17,2025-09-23,2025-09-25,"[0.6, 0.7, 0.3]","[4.5, 29.9, 20.2]",2026-08-14 06:28:39.595940
HUB01-HUB11,2024-02-23,2024-02-25,"[0.0, 0.7, 0.3]","[10.7, 15.3, 3.5]",2026-08-14 06:28:39.596075
HUB17-HUB03,2024-12-24,2024-12-26,"[0.4, 0.2, 0.0]","[18.2, 23.2, 21.0]",2026-08-14 06:28:39.596240
HUB16-HUB04,2024-01-01,2024-01-03,"[0.0, 0.0, 0.6]","[26.9, 17.9, 6.3]",2026-08-14 06:28:39.596379
HUB11-HUB01,2025-11-24,2025-11-27,"[0.1, 0.1, 0.0, 0.5]","[25.3, 18.6, 16.6, 9.8]",2026-08-14 06:28:39.596523
HUB15-HUB06,2023-02-12,2023-02-14,"[1.4, 0.0, 1.1]","[15.1, 17.5, 15.5]",2026-08-14 06:28:39.596670
HUB11-HUB16,2025-06-30,2025-07-02,"[16.8, 0.9, 25.6]","[14.6, 15.9, 16.5]",2026-08-14 06:28:39.596808
HUB08-HUB12,2025-11-08,2025-11-12,"[0.4, 0.9, 0.7, 8.3, 0.3]","[24.1, 24.8, 13.1, 17.9, 25.8]",2026-08-14 06:28:39.596963
HUB12-HUB15,2024-10-02,2024-10-04,"[0.9, 0.4, 3.7]","[15.1, 14.8, 22.4]",2026-08-14 06:28:39.597100
HUB16-HUB06,2025-01-24,2025-01-26,"[0.0, 0.1, 0.0]","[13.6, 11.2, 16.9]",2026-08-14 06:28:39.597268
HUB02-HUB17,2023-04-17,2023-04-20,"[0.4, 0.8, 0.2, 0.0]","[4.9, 17.6, 18.6, 17.5]",2026-08-14 06:28:39.597420
HUB14-HUB17,2023-02-16,2023-02-17,"[0.1, 0.6]","[17.8, 24.9]",2026-08-14 06:28:39.597572
HUB07-HUB14,2024-12-16,2024-12-20,"[0.7, 0.0, 0.0, 0.0, 0.3]","[15.5, 16.1, 18.6, 13.3, 10.6]",2026-08-14 06:28:39.597740
HUB16-HUB03,2025-05-01,2025-05-02,"[0.0, 3.9]","[17.6, 25.4]",2026-08-14 06:28:39.597871
HUB12-HUB16,2024-10-16,2024-10-19,"[0.0, 1.0, 0.0, 0.6]","[16.2, 10.1, 17.7, 12.3]",2026-08-14 06:28:39.598016
HUB02-HUB07,2025-01-25,2025-01-28,"[1.1, 0.0, 0.0, 1.1]","[14.5, 14.5, 10.7, 16.7]",2026-08-14 06:28:39.598227
HUB10-HUB03,2023-01-04,2023-01-08,"[1.4, 0.0, 0.0, 0.0, 3.1]","[17.6, 8.1, 13.9, 13.2, 15.8]",2026-08-14 06:28:39.598393
HUB16-HUB17,2025-08-07,2025-08-09,"[22.6, 0.4, 0.1]","[5.9, 14.2, 28.2]",2026-08-14 06:28:39.598533
HUB15-HUB11,2024-03-13,2024-03-15,"[0.0, 0.0, 0.7]","[10.1, 14.8, 5.8]",2026-08-14 06:28:39.598681
HUB13-HUB10,2024-02-11,2024-02-14,"[0.2, 0.3, 0.1, 0.0]","[15.2, 13.1, 19.2, 8.2]",2026-08-14 06:28:39.598830
HUB03-HUB17,2024-11-24,2024-11-27,"[0.7, 0.5, 0.0, 0.6]","[35.6, 5.7, 22.0, 33.6]",2026-08-14 06:28:39.598976
HUB18-HUB03,2025-07-29,2025-07-30,"[1.0, 3.1]","[0.5, 13.6]",2026-08-14 06:28:39.599100
HUB12-HUB17,2024-09-23,2024-09-25,"[19.9, 0.0, 0.0]","[11.1, 23.0, 3.1]",2026-08-14 06:28:39.599274
HUB15-HUB07,2025-09-26,2025-09-29,"[0.3, 9.6, None, 3.1]","[15.4, 16.7, 16.4, 13.5]",2026-08-14 06:28:39.599423
HUB16-HUB17,2024-08-31,2024-09-02,"[0.8, 0.3, None]","[10.4, 18.1, 11.4]",2026-08-14 06:28:39.599558
HUB18-HUB01,2024-10-21,2024-10-22,"[0.8, 21.9]","[25.4, 16.8]",2026-08-14 06:28:39.599696
HUB12-HUB13,2023-04-07,2023-04-08,"[0.4, 0.5]","[12.8, 20.8]",2026-08-14 06:28:39.599826
HUB10-HUB07,2025-08-23,2025-08-26,"[0.0, 5.6, 1.6, 0.8]","[14.1, 17.1, 15.4, 15.8]",2026-08-14 06:28:39.600015
HUB02-HUB07,2024-09-27,2024-09-30,"[3.0, 0.0, 0.0, 0.5]","[15.6, 14.2, 13.7, 14.5]",2026-08-14 06:28:39.600351
HUB03-HUB18,2023-05-30,2023-05-31,"[0.0, 6.6]","[16.0, 23.3]",2026-08-14 06:28:39.600595
HUB12-HUB04,2023-06-03,2023-06-06,"[0.2, 7.7, 0.0, 1.0]","[8.5, 22.1, 22.9, 14.4]",2026-08-14 06:28:39.600830
HUB17-HUB03,2024-03-04,2024-03-06,"[0.9, 0.1, 0.0]","[20.5, 18.0, 6.6]",2026-08-14 06:28:39.601031
HUB16-HUB02,2023-09-17,2023-09-18,"[0.5, 0.6]","[11.8, 16.4]",2026-08-14 06:28:39.601250
HUB16-HUB13,2024-09-02,2024-09-05,"[22.4, 0.6, 0.9, 1.5]","[5.8, 14.6, 18.6, 17.4]",2026-08-14 06:28:39.601444
HUB03-HUB02,2025-08-11,2025-08-12,"[8.5, 0.1]","[16.5, 1.0]",2026-08-14 06:28:39.601603
HUB09-HUB18,2024-09-14,2024-09-16,"[25.1, 0.6, 0.0]","[15.9, 8.6, 16.7]",2026-08-14 06:28:39.601750
HUB12-HUB03,2023-06-10,2023-06-13,"[0.0, 1.3, 8.7, 10.9]","[10.3, 4.2, 13.6, 20.2]",2026-08-14 06:28:39.601899
HUB12-HUB11,2023-08-04,2023-08-05,"[0.0, 0.0]","[0.5, 16.5]",2026-08-14 06:28:39.602025
HUB09-HUB11,2023-03-13,2023-03-16,"[0.5, 1.0, 0.0, 0.5]","[15.1, 20.6, 16.3, 19.1]",2026-08-14 06:28:39.602291
HUB17-HUB08,2025-03-03,2025-03-06,"[0.9, 0.0, 0.0, 1.2]","[15.7, 9.1, 6.8, 16.8]",2026-08-14 06:28:39.602455
HUB05-HUB01,2024-11-20,2024-11-22,"[0.0, None, 0.9]","[22.8, 3.8, 12.0]",2026-08-14 06:28:39.602610
HUB16-HUB13,2025-07-01,2025-07-04,"[0.9, 24.7, 5.8, 0.1]","[18.5, 23.0, 18.0, 9.4]",2026-08-14 06:28:39.602764
HUB08-HUB04,2025-05-20,2025-05-22,"[0.0, 0.2, 0.1]","[22.8, 16.6, 14.0]",2026-08-14 06:28:39.602903
HUB12-HUB05,2024-12-12,2024-12-16,"[0.6, 0.4, 0.0, 0.0, 1.2]","[12.5, 18.1, 12.8, 15.2, 9.9]",2026-08-14 06:28:39.603061
HUB08-HUB07,2024-03-04,2024-03-05,"[0.5, 0.9]","[12.2, 11.1]",2026-08-14 06:28:39.603242
HUB07-HUB11,2024-02-23,2024-02-27,"[0.0, 0.0, 0.0, 0.5, 0.6]","[18.1, 21.3, 17.5, 9.1, 10.7]",2026-08-14 06:28:39.603423
HUB11-HUB12,2025-10-06,2025-10-07,"[0.0, 0.0]","[29.3, 17.7]",2026-08-14 06:28:39.603556
HUB10-HUB17,2025-02-20,2025-02-22,"[0.0, 0.2, 0.0]","[21.6, 5.1, 8.5]",2026-08-14 06:28:39.603708
HUB14-HUB16,2023-06-06,2023-06-08,"[17.9, 0.0, 0.4]","[12.1, 17.1, 11.6]",2026-08-14 06:28:39.603848
HUB02-HUB11,2024-09-12,2024-09-14,"[14.0, 0.0, 0.0]","[28.1, 33.2, 26.3]",2026-08-14 06:28:39.603984
HUB02-HUB08,2023-11-05,2023-11-07,"[0.2, None, 1.4]","[6.2, 9.5, 12.1]",2026-08-14 06:28:39.604122
HUB07-HUB17,2025-05-10,2025-05-14,"[0.6, 0.0, 0.6, 1.2, 0.9]","[8.7, 9.4, 10.6, 17.0, 21.9]",2026-08-14 06:28:39.604356
HUB04-HUB07,2024-03-24,2024-03-26,"[0.4, 0.0, 0.1]","[16.7, 19.8, 14.0]",2026-08-14 06:28:39.604499
HUB13-HUB10,2023-03-26,2023-03-29,"[0.0, None, 0.0, 1.0]","[16.1, 21.2, 22.3, 11.9]",2026-08-14 06:28:39.604659
HUB12-HUB10,2023-08-01,2023-08-04,"[29.6, 35.4, 31.3, 18.2]","[3.8, 19.2, 16.6, 1.1]",2026-08-14 06:28:39.604810
HUB03-HUB06,2025-04-13,2025-04-15,"[0.0, 1.8, 0.8]","[18.9, 13.1, 11.8]",2026-08-14 06:28:39.604950
HUB03-HUB11,2023-09-27,2023-09-30,"[24.5, 10.8, 37.9, 0.0]","[14.5, 19.7, 26.7, 11.1]",2026-08-14 06:28:39.605101
HUB16-HUB13,2024-05-26,2024-05-29,"[0.2, 0.0, 0.5, 6.9]","[18.9, 16.5, 16.7, 23.3]",2026-08-14 06:28:39.605299
HUB12-HUB07,2025-05-23,2025-05-28,"[0.3, 5.0, 1.7, 0.0, 0.6, 1.1]","[16.2, 11.1, 18.7, 14.9, 12.0, 14.1]",2026-08-14 06:28:39.605478
HUB17-HUB01,2024-06-29,2024-07-02,"[0.4, 17.2, 24.1, 18.6]","[12.9, 11.0, 12.0, 7.2]",2026-08-14 06:28:39.605639
HUB12-HUB13,2024-04-26,2024-04-27,"[0.0, 1.1]","[14.5, 17.5]",2026-08-14 06:28:39.605771
HUB08-HUB04,2023-04-10,2023-04-12,"[0.9, 0.0, None]","[7.9, 12.4, 5.2]",2026-08-14 06:28:39.605912
HUB07-HUB08,2023-01-07,2023-01-08,"[0.0, 0.9]","[8.4, 13.8]",2026-08-14 06:28:39.606037
HUB15-HUB17,2024-11-22,2024-11-24,"[0.6, 1.1, 0.4]","[25.9, 15.0, 33.1]",2026-08-14 06:28:39.606259
HUB18-HUB04,2023-08-12,2023-08-13,"[2.3, 0.1]","[25.0, 1.8]",2026-08-14 06:28:39.606391
HUB08-HUB02,2023-06-22,2023-06-24,"[0.0, 21.2, 3.8]","[8.6, 17.9, 20.0]",2026-08-14 06:28:39.606527
HUB09-HUB16,2025-09-25,2025-09-27,"[0.0, 2.2, 0.5]","[13.4, 13.6, 23.3]",2026-08-14 06:28:39.606680
HUB08-HUB16,2025-10-01,2025-10-02,"[0.9, 0.6]","[16.7, 15.3]",2026-08-14 06:28:39.606803
HUB18-HUB04,2025-04-11,2025-04-12,"[0.6, 1.0]","[20.8, 29.6]",2026-08-14 06:28:39.606927
HUB03-HUB04,2025-09-11,2025-09-12,"[0.0, 11.9]","[10.8, 26.0]",2026-08-14 06:28:39.607050
HUB04-HUB15,2025-05-05,2025-05-08,"[0.1, 0.0, 0.9, 0.0]","[15.9, 17.2, 21.6, 11.8]",2026-08-14 06:28:39.607237
HUB15-HUB11,2023-12-14,2023-12-16,"[0.7, 0.4, 0.2]","[17.8, 14.2, 25.0]",2026-08-14 06:28:39.607383
HUB17-HUB11,2024-06-18,2024-06-20,"[0.0, 0.0, 0.3]","[8.2, 31.1, 4.9]",2026-08-14 06:28:39.607518
HUB05-HUB15,2023-08-29,2023-08-31,"[0.6, 1.3, 6.4]","[9.6, 19.0, 19.2]",2026-08-14 06:28:39.607668
HUB11-HUB14,2024-05-07,2024-05-09,"[0.2, 0.2, 0.0]","[18.4, 24.4, 17.7]",2026-08-14 06:28:39.607806
HUB06-HUB07,2023-01-19,2023-01-20,"[1.5, 0.0]","[11.6, 13.7]",2026-08-14 06:28:39.607931
HUB18-HUB01,2025-04-02,2025-04-03,"[0.6, 0.0]","[13.1, 13.3]",2026-08-14 06:28:39.608055
HUB02-HUB06,2024-09-06,2024-09-09,"[10.6, 0.3, 9.6, 0.1]","[17.7, 13.1, 12.6, 13.1]",2026-08-14 06:28:39.608232
HUB11-HUB04,2024-09-26,2024-09-29,"[None, 0.0, 0.2, 0.0]","[13.5, 15.1, 15.3, 20.1]",2026-08-14 06:28:39.608388
HUB11-HUB12,2025-08-14,2025-08-15,"[1.4, 0.0]","[19.0, 14.9]",2026-08-14 06:28:39.608515
HUB17-HUB08,2025-06-08,2025-06-11,"[0.4, 1.3, 0.8, 0.9]","[6.6, 12.8, 11.8, 11.7]",2026-08-14 06:28:39.608672
HUB11-HUB02,2023-02-26,2023-02-28,"[0.1, 0.0, 0.0]","[12.6, 12.5, 17.7]",2026-08-14 06:28:39.608809
HUB07-HUB16,2025-10-09,2025-10-11,"[1.3, 0.5, 0.5]","[15.5, 20.5, 16.5]",2026-08-14 06:28:39.608946
HUB09-HUB02,2023-06-15,2023-06-17,"[7.4, 0.2, 0.4]","[20.1, 8.1, 13.4]",2026-08-14 06:28:39.609086
HUB12-HUB02,2025-04-20,2025-04-23,"[0.0, 0.0, 2.6, 0.0]","[22.6, 13.7, 21.0, 11.4]",2026-08-14 06:28:39.609270
HUB16-HUB17,2025-08-05,2025-08-08,"[0.0, 12.6, 0.0, 15.3]","[5.7, 7.4, 17.1, 31.2]",2026-08-14 06:28:39.609421
HUB01-HUB11,2025-06-06,2025-06-09,"[0.4, 13.1, 0.1, 6.2]","[20.2, 17.9, 8.8, 12.6]",2026-08-14 06:28:39.609573
HUB13-HUB15,2025-06-30,2025-07-02,"[0.9, 0.0, 4.1]","[6.5, 16.5, 19.0]",2026-08-14 06:28:39.609730
HUB11-HUB16,2025-11-17,2025-11-19,"[0.0, None, 0.0]","[17.6, 18.0, 15.5]",2026-08-14 06:28:39.609878
HUB04-HUB03,2025-10-10,2025-10-11,"[18.0, 0.0]","[11.8, 20.1]",2026-08-14 06:28:39.610005
HUB07-HUB01,2025-05-12,2025-05-15,"[0.0, 0.5, 11.1, 1.1]","[16.8, 17.5, 22.2, 7.8]",2026-08-14 06:28:39.610228
HUB10-HUB08,2025-05-22,2025-05-25,"[0.4, 0.6, 0.0, 0.0]","[13.1, 12.1, 20.3, 15.7]",2026-08-14 06:28:39.610390
HUB15-HUB01,2023-11-27,2023-11-29,"[0.1, 0.0, 0.0]","[24.2, 6.6, 16.6]",2026-08-14 06:28:39.610528
HUB16-HUB06,2023-07-08,2023-07-10,"[0.1, 0.3, 7.5]","[13.1, 12.0, 17.5]",2026-08-14 06:28:39.610679
HUB09-HUB08,2025-05-24,2025-05-25,"[0.0, 0.7]","[15.0, 11.8]",2026-08-14 06:28:39.610806
HUB13-HUB08,2025-09-08,2025-09-12,"[0.0, 1.0, 0.0, 0.0, 2.7]","[11.2, 12.6, 13.4, 14.1, 16.5]",2026-08-14 06:28:39.610962
HUB10-HUB02,2025-01-14,2025-01-17,"[0.4, 0.2, 0.5, 1.2]","[8.9, 5.5, 16.0, 2.2]",2026-08-14 06:28:39.611108
HUB13-HUB04,2023-05-05,2023-05-07,"[0.9, 0.0, 1.0]","[19.2, 21.2, 27.7]",2026-08-14 06:28:39.611282
HUB18-HUB02,2025-09-20,2025-09-21,"[0.6, 7.6]","[13.1, 8.0]",2026-08-14 06:28:39.611414
HUB02-HUB12,2023-09-09,2023-09-11,"[46.5, 0.1, 13.2]","[19.8, 4.1, 13.1]",2026-08-14 06:28:39.611552
HUB17-HUB04,2024-04-06,2024-04-09,"[0.0, 0.2, 0.4, 0.0]","[13.9, 33.5, 7.3, 6.7]",2026-08-14 06:28:39.611715
HUB04-HUB11,2023-03-15,2023-03-18,"[0.0, 1.6, 0.9, 1.3]","[14.0, 10.6, 12.7, 6.0]",2026-08-14 06:28:39.611865
HUB17-HUB09,2025-08-20,2025-08-22,"[0.4, 0.4, 0.0]","[8.4, 16.8, 14.6]",2026-08-14 06:28:39.611999
HUB08-HUB14,2023-06-24,2023-06-27,"[0.5, 0.5, 0.0, 9.6]","[20.8, 18.0, 16.8, 16.8]",2026-08-14 06:28:39.612195
HUB04-HUB06,2024-03-02,2024-03-04,"[0.5, 0.5, 0.7]","[14.4, 12.9, 12.6]",2026-08-14 06:28:39.612351
HUB01-HUB08,2025-04-09,2025-04-11,"[0.6, 0.0, 0.0]","[9.3, 15.0, 13.6]",2026-08-14 06:28:39.612494
HUB16-HUB18,2024-11-12,2024-11-13,"[0.0, 0.2]","[21.9, 27.2]",2026-08-14 06:28:39.612631
HUB14-HUB17,2023-08-05,2023-08-06,"[1.2, 22.6]","[9.4, 20.9]",2026-08-14 06:28:39.612760
HUB08-HUB09,2025-08-28,2025-08-29,"[0.2, 0.2]","[13.2, 17.8]",2026-08-14 06:28:39.612884
HUB17-HUB02,2024-05-17,2024-05-20,"[0.4, 0.4, 0.0, 0.5]","[16.4, 17.5, 27.5, 10.7]",2026-08-14 06:28:39.613029
HUB16-HUB11,2025-10-18,2025-10-20,"[0.0, 0.6, None]","[25.1, 6.8, 18.0]",2026-08-14 06:28:39.613194
HUB04-HUB11,2024-06-26,2024-06-29,"[28.2, 1.2, 26.4, 1.3]","[7.1, 18.2, 0.8, 7.5]",2026-08-14 06:28:39.613353
HUB10-HUB07,2024-07-15,2024-07-19,"[0.0, 2.8, 0.6, 0.2, 0.7]","[14.1, 15.4, 15.4, 12.7, 18.2]",2026-08-14 06:28:39.613514
HUB12-HUB05,2024-11-05,2024-11-09,"[0.5, 0.3, 0.0, None, 0.0]","[15.5, 9.4, 13.1, 11.2, 16.5]",2026-08-14 06:28:39.613739
HUB13-HUB02,2024-01-17,2024-01-19,"[0.3, 1.3, 0.9]","[10.8, 17.6, 11.9]",2026-08-14 06:28:39.613912
HUB10-HUB09,2025-10-05,2025-10-08,"[0.0, 1.0, 5.8, 0.2]","[19.5, 10.8, 14.6, 9.0]",2026-08-14 06:28:39.614182
HUB05-HUB08,2025-05-03,2025-05-04,"[0.9, 0.0]","[9.2, 19.7]",2026-08-14 06:28:39.614384
HUB05-HUB10,2025-01-03,2025-01-06,"[2.9, 0.0, 0.7, 0.4]","[16.8, 18.0, 21.7, 16.4]",2026-08-14 06:28:39.614581
HUB04-HUB09,2023-04-18,2023-04-21,"[0.0, 0.0, 0.8, 0.0]","[16.7, 21.6, 15.6, 6.9]",2026-08-14 06:28:39.614746
HUB09-HUB18,2025-10-08,2025-10-10,"[0.0, 0.3, 0.1]","[19.0, 17.2, 26.3]",2026-08-14 06:28:39.614885
HUB11-HUB18,2025-07-06,2025-07-09,"[11.3, 0.0, 11.5, 0.0]","[11.6, 19.2, 12.4, 29.3]",2026-08-14 06:28:39.615032
HUB18-HUB17,2023-09-25,2023-09-27,"[0.1, 0.0, 26.5]","[9.8, 24.5, 17.7]",2026-08-14 06:28:39.615225
HUB03-HUB17,2025-03-09,2025-03-12,"[0.0, 5.0, 0.9, 0.5]","[2.8, 38.2, 23.1, 17.6]",2026-08-14 06:28:39.615406
HUB09-HUB17,2025-06-19,2025-06-21,"[0.0, 0.0, 14.9]","[15.6, 3.5, 16.3]",2026-08-14 06:28:39.615547
HUB12-HUB01,2023-06-28,2023-06-30,"[0.3, 1.4, 39.5]","[16.1, 18.6, 0.5]",2026-08-14 06:28:39.615720
HUB08-HUB17,2025-01-21,2025-01-24,"[0.0, 1.3, 0.6, 0.0]","[5.0, 1.6, 8.3, 15.0]",2026-08-14 06:28:39.615921
HUB01-HUB05,2023-05-10,2023-05-13,"[0.4, 0.1, 1.2, 0.1]","[14.0, 11.2, 14.6, 13.3]",2026-08-14 06:28:39.616080
HUB13-HUB05,2025-05-22,2025-05-26,"[0.0, 0.0, 0.6, 0.4, 0.0]","[18.1, 16.5, 13.7, 13.6, 13.5]",2026-08-14 06:28:39.616345
HUB04-HUB11,2024-05-27,2024-05-30,"[15.4, 0.6, 19.3, 0.8]","[7.7, 34.4, 9.9, 23.8]",2026-08-14 06:28:39.616516
HUB14-HUB10,2025-11-30,2025-12-03,"[0.0, 0.0, 0.0, 0.0]","[42.9, 13.6, 39.1, 35.6]",2026-08-14 06:28:39.616679
HUB05-HUB13,2024-11-09,2024-11-13,"[0.9, 0.0, 0.2, 1.4, 2.1]","[22.8, 26.8, 19.3, 17.3, 15.1]",2026-08-14 06:28:39.616834
HUB13-HUB16,2025-07-04,2025-07-07,"[15.8, 9.8, 8.7, 0.8]","[15.6, 14.1, 13.3, 12.8]",2026-08-14 06:28:39.616977
HUB04-HUB09,2024-02-09,2024-02-12,"[0.0, 0.0, 2.6, 0.7]","[11.1, 6.3, 7.8, 14.3]",2026-08-14 06:28:39.617120
HUB12-HUB15,2024-01-21,2024-01-24,"[0.3, 0.3, 0.0, 0.3]","[16.1, 10.4, 8.8, 11.6]",2026-08-14 06:28:39.617307
HUB03-HUB13,2024-02-29,2024-03-02,"[0.1, 1.2, 0.2]","[6.7, 7.8, 11.0]",2026-08-14 06:28:39.617440
HUB06-HUB13,2024-06-12,2024-06-16,"[10.4, 0.5, None, 0.9, 15.8]","[15.3, 14.1, 13.2, 15.6, 18.3]",2026-08-14 06:28:39.617634
HUB14-HUB13,2024-11-02,2024-11-03,"[0.2, 1.8]","[12.5, 14.9]",2026-08-14 06:28:39.617810
HUB05-HUB09,2025-12-05,2025-12-06,"[0.0, 0.7]","[16.0, 21.5]",2026-08-14 06:28:39.617942
HUB08-HUB13,2025-11-01,2025-11-05,"[0.0, 0.5, 0.2, 0.0, 6.9]","[15.6, 14.0, 21.4, 18.3, 5.6]",2026-08-14 06:28:39.618185
HUB08-HUB11,2024-11-22,2024-11-25,"[0.0, 0.6, 0.7, 0.4]","[29.8, 10.1, 19.0, 13.9]",2026-08-14 06:28:39.618350
HUB05-HUB08,2023-06-14,2023-06-15,"[1.1, 0.5]","[12.1, 17.2]",2026-08-14 06:28:39.618475
HUB11-HUB13,2025-07-09,2025-07-10,"[6.7, 12.3]","[20.0, 18.9]",2026-08-14 06:28:39.618608
HUB06-HUB01,2023-01-09,2023-01-12,"[0.4, 0.0, 2.2, 1.1]","[16.3, 18.3, 12.2, 10.3]",2026-08-14 06:28:39.618756
HUB10-HUB16,2025-02-26,2025-03-01,"[0.8, 0.5, 0.0, 0.0]","[12.6, 17.7, 18.2, 9.2]",2026-08-14 06:28:39.618897
HUB15-HUB04,2024-12-27,2024-12-30,"[1.3, 0.0, 0.2, 1.6]","[19.7, 26.9, 20.0, 19.6]",2026-08-14 06:28:39.619039
HUB14-HUB15,2023-08-06,2023-08-08,"[12.1, 28.3, 9.3]","[2.8, 9.6, 21.4]",2026-08-14 06:28:39.619199
HUB05-HUB07,2025-03-16,2025-03-17,"[0.8, 0.0]","[10.6, 12.7]",2026-08-14 06:28:39.619338
HUB13-HUB14,2024-06-06,2024-06-07,"[0.0, 9.0]","[14.6, 19.0]",2026-08-14 06:28:39.619462
HUB14-HUB09,2025-03-10,2025-03-12,"[0.3, 0.1, 5.3]","[15.4, 16.8, 12.4]",2026-08-14 06:28:39.619608
HUB11-HUB13,2023-04-08,2023-04-09,"[0.4, 0.5]","[10.2, 13.4]",2026-08-14 06:28:39.619737
HUB14-HUB02,2025-11-12,2025-11-13,"[0.0, 0.4]","[13.5, 17.1]",2026-08-14 06:28:39.619857
HUB08-HUB14,2024-02-19,2024-02-21,"[0.2, 2.2, 0.0]","[14.1, 9.9, 14.9]",2026-08-14 06:28:39.619989
HUB02-HUB13,2025-05-02,2025-05-04,"[6.0, 0.6, 3.1]","[17.1, 15.1, 20.3]",2026-08-14 06:28:39.620146
HUB11-HUB17,2023-02-07,2023-02-09,"[0.0, 0.3, 0.3]","[0.2, 15.0, 11.2]",2026-08-14 06:28:39.620294
HUB17-HUB03,2025-01-19,2025-01-22,"[0.4, None, 0.0, 0.0]","[17.6, 8.4, 13.7, 14.7]",2026-08-14 06:28:39.620435
HUB09-HUB16,2024-09-05,2024-09-07,"[11.0, 1.5, 30.2]","[14.4, 16.1, 14.7]",2026-08-14 06:28:39.620577
